Name,IATA,ICAO,Callsign,Country,Active
Aero-Tropics Air Services,HC,ATI,,Australia,N
Air Traffic GmbH,,ATJ,SNOOPY,Germany,N
AeroTACA,,ATK,AEROTACA,Colombia,N
Aerocentral,,ATL,CENTRALMEX,Mexico,N
Airlines Of Tasmania,FO,ATM,AIRTAS,Australia,Y
Air Saint Pierre,PJ,SPM,,France,Y
Air Transport International,8C,ATN,AIR TRANSPORT,United States,N
ASTRAL Colombia - Aerotransportes Especiales Ltda.,,ATP,ASTRAL,Colombia,N
Air Transport Schiphol,,ATQ,MULTI,Netherlands,N
Aeroferinco,,FEO,FERINCO,Mexico,N
Aero Taxis Y Servicios Alfe,,FES,AERO ALFE,Mexico,N
Avialesookhrana,,FFA,AVIALESOOKHRANA,Russia,N
Africair Service,,FFB,FOXTROT FOXTROT,Senegal,N
Atlas Airlines,,ATR,ATLAS-AIR,United States,N
Air Transport Service,,ATS,,Democratic Republic of the Congo,N
Aer Turas,,ATT,AERTURAS,Ireland,N
Atlant Aerobatics Ltd.,,ATU,ATLANT HUNGARY,Hungary,N
Avanti Air,,ATV,AVANTI AIR,Germany,N
Aero Trades (Western) Ltd.,,ATW,AERO TRADES,Canada,N
Austrian Airlines,OS,AUA,AUSTRIAN,Austria,Y
Air Southwest,,WOW,SWALLOW,United Kingdom,Y
Augsburg Airways,IQ,AUB,AUGSBURG-AIR,Germany,Y
Air Corporate,,CPV,AIRCORPORATE,Italy,N
Aviastar-Tu,,TUP,TUPOLEVAIR,Russia,N
AirBridge Cargo,RU,ABW,AIRBRIDGE CARGO,Russia,N
ATUR,,TUR,,Ecuador,Y
ATESA Aerotaxis Ecuatorianos,,TXU,ATESA,Ecuador,N
Austin Express,,TXX,COWBOY,United States,N
Audi Air,,AUD, Inc.,AUDI AIR,N
Augusta Air Luftfahrtunternehmen,,AUF,AUGUSTA,Germany,N
Abu Dhabi Amiri Flight,MO,AUH,SULTAN,United Arab Emirates,Y
Aeroflot-Nord,5N,AUL,DVINA,Russia,Y
Air Atlantic Uruguay,,AUM,ATLAMUR,Uruguay,N
Aviones Unidos,,AUN,AVIONES UNIDOS,Mexico,N
Avia Business Group,,AUP,,Russia,N
Aero Servicios Expecializados,,SVE,AEROESPECIAL,Mexico,N
Aurigny Air Services,GR,AUR,AYLINE,United Kingdom,Y
Aus-Air,NO,AUS,,Australia,N
Austral Lineas Aereas,AU,AUT,AUSTRAL,Argentina,Y
Aurora Aviation,,AUU, Inc.,AURORA AIR,N
Air Uganda International Ltd.,,AUX,,Uganda,N
Aerolineas Uruguayas,,AUY, S.A.,AUSA,N
Australian Airlines,AO,AUZ,AUSTRALIAN,Australia,N
Avianca - Aerovias Nacionales de Colombia,AV,AVA, S.A.,AVIANCA,Y
Aviation Beaufort,,AVB,BEAUPAIR,United Kingdom,N
Alamo Aviacion,,AVD, S.L.,ALAMO,N
Aviair Aviation Ltd.,,AVF,CARIBOO,Canada,N
Air Falcon,,AVG,DJIBOUTI FALCON,Djibouti,N
AV8 Helicopters,,AVH,KENT HELI,United Kingdom,N
Avia Traffic Company,,AVJ,ATOMIC,Kyrgyzstan,N
AV8 Helicopters,,AVK,AVIATE-COPTER,South Africa,N
Aviacion Ejecutiva Mexicana,,AVM, S.A.,AVEMEX,N
Air Vanuatu,NF,AVN,AIR VAN,Vanuatu,Y
Aviation at Work,,AVO,AVIATION WORK,South Africa,N
Avcorp Registrations,,AVP,AVCORP,United Kingdom,N
Alfa Aerospace,,LFP,ALFA-SPACE,Australia,N
Atlantic Airfreight Aviation,,LFR,LANFREIGHT,Sao Tome and Principe,N
Aerolift Company,,LFT,LIFTCO,Sierra Leone,N
Aviation Services,,AVQ, Inc.,AQUILINE,N
Active Aero Charter,,AVR, Inc.,ACTIVE AERO,N
Avialsa T-35,,AVS,AVIALSA,Spain,N
Asia Avia Airlines,,AVT,ASIAVIA,Indonesia,N
Avia Sud A,,AVU,AVIASUD,France,N
Airvantage Incorporated,,AVV,AIRVANTAGE,United States,N
Aviator Airways,,AVW,AVIATOR,Greece,N
Aviapaslauga,,AVX,PASLAUGA,Lithuania,N
ASL,,XXX,,Belgium,N
Air Yugoslavia,,YRG,YUGAIR,Serbia,N
Airlink Zambia,K8,ZAK,,Zambia,N
Agence Nationale des Aerodromes et de la Meteorologie,,ZZM,,Ivory Coast,N
Airbus Transport International,,BGA,BELOUGA,France,N
Air Bangladesh,B9,BGD,AIR BANGLA,Bangladesh,Y
Aviodetachment-28,,BGF,BULGARIAN,Bulgaria,N
Aero BG,,BGG,AERO BG,Mexico,N
Aerotaxis De La Bahia,,BHC,BAHIA,Mexico,N
Air Mediterranee,DR,BIE,MEDITERRANEE,France,Y
Aviaservice,,BIV,AVIASERVICE,Georgia,N
Aerolineas De El Salvador,,SZA,AESA,El Salvador,N
Swaziland Airlink,,SZL,SWAZILINK,Swaziland,N
Air Moorea,,TAH,AIR MOOREA,France,Y
Aerovaradero,,AVY, S.A.,AEROVARADERO,N
Air Valencia,,AVZ,AIR VALENCIA,Spain,N
Airways International,,AWB, Inc.,AIRNAT,N
Airwork,,AWK,AIRWORK,New Zealand,N
Australian Wetleasing,,AWL,AUSSIEWORLD,Australia,N
Air Niamey,,AWN,AIR NIAMEY,Niger,N
Awood Air Ltd.,,AWO,AWOOD AIR,Canada,N
Arctic Wings And Rotors Ltd.,,AWR,ARCTIC WINGS,Canada,N
Auo Airclub AIST-M,,ISM,STORK,Russia,N
Arab Wings,,AWS,ARAB WINGS,Jordan,N
Air West,,AWT,AIR WEST,Canada,N
Aeroline GmbH,7E,AWU,SYLT-AIR,Germany,Y
Airwave Transport,,AWV, Inc.,AIRWAVE,N
Air Wales,6G,AWW,RED DRAGON,United Kingdom,Y
Aeroway,,AWY, S.L.,AEROWEE,N
Air Caraïbes,TX,FWI,FRENCH WEST,France,Y
AirWest,,AWZ, ,Sudan,N
Air India Express,IX,AXB,EXPRESS INDIA,India,Y
Air Express,,AXD,AIR SUDEX,Sudan,N
Asian Express Airlines,HJ,AXF,FREIGHTEXPRESS,Australia,N
Aeromexhaga,,AXH,AEROMEXHAGA,Mexico,N
Aeron International Airlines,,AXI, Inc.,AIR FREIGHTER,N
African Express Airways,,AXK,EXPRESS JET,Kenya,N
Air Exel,XT,AXL,EXEL COMMUTER,Netherlands,Y
AirAsia,AK,AXM,ASIAN EXPRESS,Malaysia,Y
Alexandair,,AXN,ALEXANDROS,Greece,N
Aeromax,,AXP,AEROMAX SPAIN,Spain,N
Action Airlines (Action Air Charter),,AXQ,ACTION AIR,United States,N
Alberni Airways,,BNI,ALBERNI,Canada,N
Aerolineas Bonanza,,BNZ,AERO BONANZA,Mexico,N
Aerobona,,BOC,AEROBONA,Mexico,N
Aboitiz Air,,BOI,ABAIR,Philippines,N
Axel Rent,,AXR, S.A.,RENTAXEL,N
Altus Airlines,,AXS,ALTUS,United States,N
Aviaxess,,AXV,AXAVIA,France,N
Avioimpex A.D.p.o.,,AXX,IMPEX,Macedonia,N
Axis Airways,6V,AXY,AXIS,France,N
Aladia Airlines,,AYD,AIRLINES ALADIA,Mexico,N
Aykavia Aircompany,,AYK,,Armenia,N
Airman,,AYM, S.L.,AIRMAN,N
Atlantic Airlines,,AYN, S.A.,ATLANTIC NICARAGUA,N
Awsaj Aviation Services,,AYS,,Libya,N
Ayeet Aviation & Tourism,,AYT,AYEET,Israel,N
Atlant-Soyuz Airlines,3G,AYZ,ATLANT-SOYUZ,Russia,Y
Alitalia,AZ,AZA,ALITALIA,Italy,Y
Azamat,,AZB,TUMARA,Kazakhstan,N
Arcus-Air Logistic,ZE,AZE,ARCUS AIR,Germany,N
Air Zermatt AG,,AZF,AIR ZERMATT,Switzerland,N
Azalhelikopter,,AZK,AZALHELICOPTER,Azerbaijan,N
Africa One,,AZL,SKY AFRICA,Zambia,N
Aerocozumel,,AZM,AEROCOZUMEL,Mexico,N
Amaszonas,Z8,AZN,,Bolivia,Y
Arizona Pacific Airways,,AZP,ARIZONA PACIFIC,United States,N
Aviacon Zitotrans Air Company,,AZS,ZITOTRANS,Russia,N
Azimut,,AZT, S.A.,AZIMUT,N
Azov Avia Airlines,,AZV,AZOV AVIA,Ukraine,N
Air Zimbabwe,UM,AZW,AIR ZIMBABWE,Zimbabwe,Y
Aero Jomacha,,MHC,AERO JOMACHA,Mexico,N
Air Memphis,,MHS,AIR MEMPHIS,Egypt,N
Air Memphis,,MHU,MEPHIS UGANDA,Uganda,N
Air Marrakech Service,,MKH,AIR MARRAKECH,Morocco,N
Air Max Africa,,AZX,AZIMA,Gabon,N
Arizona Airways,,AZY, Inc.,ARIZAIR,N
Azza Transport,,AZZ,AZZA TRANSPORT,Sudan,N
Air Continental Inc,,NAR,NIGHT AIR,United States,N
Antanik-Air,,NAU,ANTANIK,Ukraine,N
Air Newark,,NER,NEWAIR,United States,N
Aircraft Support and Services,,NFF,,Lebanon,N
Aerobanana,,OBA,AEROBANANA,Mexico,N
Amako Airlines,,OBK,AMAKO AIR,Nigeria,N
Aserca Airlines,R7,OCA,AROSCA,Venezuela,Y
Afrique CArgo Service Senegal,,NFS,,Senegal,N
Angoservice,,NGC,ANGOSERVICE,Angola,N
Angel Airlines,,NGE,ANGEL AIR,Thailand,N
Angel Flight America,,NGF,ANGEL FLIGHT,United States,N
Air Atonabee,,OUL,CITY EXPRESS,Canada,N
Aero Nova,,OVA,AERONOVA,Spain,N
Amira Air,,XPE,EXPERT,Austria,N
Aero Express Intercontinental,,XSS,INTER EXPRESS,Mexico,N
Advance Aviation Services,,XTJ,,United States,N
Air Libya Tibesti,,TLR,AIR LIBYA,Libya,N
Aerovic,,OVC,,Ecuador,N
Airventure,,RVE,AIRVENTURE,Belgium,N
Aero Servicios,,RVI,AERO SERVICIOS,Mexico,N
Airvallee,,RVL,AIR VALLEE,Italy,N
Aeromover,,OVE,AEROMOVER,Mexico,N
Aerovias Ejecutivas,,OVI,VIAS EJECUTIVAS,Mexico,N
Aero Servicio Pity,,PTD,PITY,Mexico,N
Aero Copter,,PTE,,Mexico,N
Rossiya-Russian Airlines,FV,SDM,PULKOVO,Russia,Y
Air Pal,,PLL,AIRPAL,Spain,N
Air Pullmantur,,PLM,PULLMANTUR,Spain,N
Aviaexpress,RX,AEH,Avex,Hungary,N
Aviones Para Servirle,,PSG,SERVIAVIONES,Mexico,N
Avio Sluzba,,SLU,AVIO SLUZBA,Serbia,N
Air Scorpio,,SCU,SCORPIO UNIVERS,Bulgaria,N
Air Spirit,,SIP,AIR SPIRIT,United States,N
Alatau Airlines,,BMV,OLIGA,Kazakhstan,N
Aviateca,,GUG,AVIATECA,Guatemala,N
Aroostook Aviation,,PXX,PINE STATE,United States,N
Aeropycsa,,PYC,AEROPYCSA,Mexico,N
Association of Private Pilots of Kazakhstan,,PVK,BORIS,Kazakhstan,N
The Amiri Flight,,BAH,BAHRAIN,Bahrain,N
Aero Services,,BAS,AEROSERV,Barbados,N
Ababeel Aviation,,BBE,BABEL AIR,Sudan,N
Air Bashkortostan,,BBT,AGYDAL,Russia,N
Ambulance Air Africa,,MCY,MERCY,South Africa,N
American Eagle Airlines,MQ,EGF,EAGLE FLIGHT,United States,Y
Aeropuelche,,PUE,PUELCHE,Chile,N
Aeroput,,PUT,,Serbia,N
Azzurra Air,,AZI,AZZURRA,Italy,N
Airshop,FF,,,Netherlands,N
African Transport Trading and Investment Company,ML,,,Sudan,N
AD Aviation,,VUE,FLIGHTVUE,United Kingdom,Y
Aero Costa Taxi Aereo,,XCT,AEROCOSTAXI,Mexico,N
Aerovitro,,VRO,AEROVITRO,Mexico,N
Aerotaxi Villa Rica,,VRI,VILLARICA,Mexico,N
Aerovega,,VEG,AEROVEGA,Mexico,N
Aerovilla,,VVG,AEROVILLA,Colombia,N
Aerolineas Villaverde,,VLR,VILLAVERDE,Mexico,N
Aero Air,,WIL,WILLIAMETTE,United States,N
Aero Ejecutivos,,VEJ,VENEJECUTIV,Venezuela,N
Aero Industries Inc,,WAB,WABASH,United States,N
Aero Servicios Vanguardia,,VNG,VANGUARDIA,Mexico,N
Aero Taxi Los Valles,,VAD,VALLES,Spain,N
Aero Vilamoura,,VMR,AERO VILAMOURA,Portugal,N
Aero Virel,,VLS,VIREL,Mexico,N
Aeronautical Radio Inc,,XAA,,United States,N
Aerovuelox,,VUO,AEROVUELOX,Mexico,N
Aeronaves TSM,,VTM,AERONAVES TSM,Mexico,N
Air Ivoire,VU,VUN,AIRIVOIRE,Ivory Coast,Y
Air Botswana,BP,BOT,BOTSWANA,Botswana,Y
Air-Rep,,XPR,,United States,N
Air Excel,,XLL,TINGA-TINGA,Tanzania,N
Air Evans,,VAE,AIR-EVANS,Spain,N
Air Sorel,,WHY,AIR SOREL,Canada,N
Air Net Private Charter,,WDR,WIND RIDER,United States,N
Air Executive Charter,,XEC,,Germany,N
Air Foyle,GS,UPA,FOYLE,United Kingdom,Y
Air Midwest,,VTY,VICTORY,Nigeria,N
Air Tahiti,VT,VTA,AIR TAHITI,French Polynesia,Y
Air Urga,3N,URG,URGA,Ukraine,N
Air Vardar,,VDR,VARDAR,Macedonia,N
Air VIA,VL,VIM,,Bulgaria,Y
Air Walser,,WLR,AIRWALSER,Italy,N
Aircompany Rosavia,,URA,ROSAVIA,Ukraine,N
Aircraft Performance Group,,XLB,,United States,N
Airwaves Airlink,,WLA,AIRLIMITED,Zambia,N
Airways Corporation of New Zealand,,XFX,AIRCORP,New Zealand,N
Airways,,WAY,GARONNE,France,N
Airwings oy,,WGS,AIRWINGS,Finland,N
Airkenya,,XAK,SUNEXPRESS,Kenya,N
Air-Lift Associates,,WPK,WOLFPACK,United States,N
Airtrans Ltd,,VAB,,Russia,N
ARP 410 Airlines,,URP,AIR-ARP,Ukraine,N
Auckland Regional Rescue Helicopter Trust,,WPR,WESTPAC RESCUE,New Zealand,N
Aurora Airlines,,URR,AIR AURORA,Slovenia,N
Austro Aereo,,UST,AUSTRO AEREO,Ecuador,N
Aviation Partners,,WLT,WINGLET,United States,N
Avialift Vladivostok,,VLV,VLADLIFT,Russia,N
Aviacion Comercial de America,,VME,AVIAMERICA,Mexico,N
Aviast Air,,VVA,IALSI,Russia,N
Aviation North,,WLV,WOLVERINE,United States,N
Africa West,FK,WTA,WEST TOGO,Togo,Y
Avient Air Zambia,,VNT,AVIENT,Zambia,N
Aviazur,,VZR,IAZUR,France,N
Aviaprad,,VID,AVIAPRAD,Russia,N
Avirex,G2,VXG,AVIREX-GABON,Gabon,N
Aviaexpress Aircompany,,VXX,EXPRESSAVIA,Ukraine,N
AMR Services Corporation,,XAM,ALLIANCE,United States,N
Airline Operations Services,,XAO,,United States,N
Airlines 400,,VAZ,REMONT AIR,Russia,N
ATRAN Cargo Airlines,V8,VAS,ATRAN,Russian Federation,Y
Ameravia,,VAM,AMERAVIA,Uruguay,N
Angkor Air,,VAV,AIR ANGKOR,Cambodia,N
AVB-2004 Ltd,,VBC,AIR VICTOR,Bulgaria,N
ASECNA,,XKX,,France,N
AT and T Aviation Division,,XAT,,United States,N
Avalair,,VAI,AIR AVALAIR,Serbia,N
Averitt Air Charter,,VRT,AVERITT,United States,N
Avensa,VE,AVE,Avensa,Venezuela,N
Avolar Aerolineas,V5,VLI,AEROVOLAR,Mexico,N
Avstar Aviation,,VSA,STARBIRD,South Africa,N
AVESCA,,VSC,AVESCA,Colombia,N
Aviaprom Enterprises,,XAV,AVIAPROM,Russia,N
Avia Trans Air Transport,,VTT,VIATRANSPORT,Sudan,N
Aviostart AS,,VSR,AVIOSTART,Bulgaria,N
Aviacao Transportes Aereos e Cargas,,VTG,ATACARGO,Angola,N
Assistance Aeroportuaire de L'Aeroport de Paris,,XJA,,France,N
American Flight Service Systems,,XFS,,United States,N
AASANA,,XXV,,Bolivia,N
Australian air Express,,XME,AUS-CARGO,Australia,N
AMS Group,,XMG,,Russia,N
Air Caraibes Atlantique,,CAJ,CAR LINE,France,N
Air China Cargo,,CAO,AIRCHINA FREIGHT,China,N
Aerovias Caribe,,CBE,AEROCARIBE,Mexico,N
Aerotaxi del Cabo,,CBO,TAXI CABO,Mexico,N
Air Columbus,,CBS,AIR COLUMBUS,Ukraine,N
Aero Cabo,,CBV,CABOAEREO,Mexico,N
Air China,CA,CCA,AIR CHINA,China,Y
Aerocardal,,CDA,CARDAL,Chile,N
Aero Condor Peru,Q6,CDP,CONDOR-PERU,Peru,Y
Aerotrans,,CDU,,Russia,N
Airline Skol,,CDV,SKOL,Russia,N
Aerofan,,CFF,AEROFAN,Spain,N
ACEF,,CFM,ACEF,Portugal,N
Africa One,,CFR,,Democratic Republic of the Congo,N
Aero Calafia,,CFV,CALAFIA,Mexico,N
Air Cargo Belize,,CGB,CARGO BELIZE,Belize,N
Aero Clube Do Algarve,,CGV,CLUBE ALGARVE,Portugal,N
Air Great Wall,,CGW,CHANGCHENG,China,N
Aircompany Chaika,,CHJ,AIR CHAIKA,Ukraine,N
Air Charter Services,,CHR,ZAIRE CHARTER,Democratic Republic of the Congo,N
Air Charter Professionals,,CHV,CHARTAIR,United States,N
Asia Continental Airlines,,CID,ACID,Kazakhstan,N
Arctic Circle Air Service,5F,CIR,AIR ARCTIC,United States,N
Aviation Charter Services,,CKL,CIRCLE CITY,United States,N
Aerovias Castillo,,CLL,AEROCASTILLO,Mexico,N
Aero Club De Portugal,,CLP,CLUB PORTUGAL,Portugal,N
Air Care Alliance,,CMF,COMPASSION,United States,N
Aero Continente Dominicana,,CND,CONDOMINICANA,Dominican Republic,N
Air Toronto,,CNE,CONNECTOR,Canada,N
Aquila Air,,CNH,CHENANGO,United States,N
Air Consul,,CNU,AIR CONSUL,Spain,N
Allcanada Express,,CNX,CANEX,Canada,N
ATS Private Company,,CPF,TECHSERVICE,Ukraine,N
Air Corridor,QC,CRD,AIR CORRIDOR,Mozambique,N
Air Central,NV,CRF,AIR CENTRAL,Japan,N
Air Cruzal,,CRJ,AIR CRUZAL,Angola,N
Aerotransportes Corporativos,,CRP,AEROTRANSCORP,Mexico,N
Air Creebec,,CRQ,CREE,Canada,N
Aero Charter and Transport,,CTA,CHAR-TRAN,United States,N
Air Tenglong,,CTE,TENGLONG,China,N
Aerlineas Centauro,,CTR,CENTAURO,Mexico,N
Aerocuahonte,,CUO,CUAHONTE,Mexico,N
Air Chathams,CV,CVA,CHATHAM,New Zealand,Y
Air Marshall Islands,CW,CWM,AIR MARSHALLS,Marshall Islands,Y
Australian Customs Service,,CWP,COASTWATCH,Australia,N
Air One Cityliner,,CYL,CITYLINER,Italy,N
Air Transport,,CYO,COYOTE,United States,N
Access Air,ZA,CYD,CYCLONE,United States,Y
Aerocheyenne,,CYE,AEROCHEYENNE,Mexico,N
Air Algerie,AH,DAH,AIR ALGERIE,Algeria,Y
Aerovias DAP,,DAP,DAP,Chile,N
Air Alpha,,DBA,DOUBLE-A,United States,N
Air Niagara Express,,DBD,AIR NIAGARA,Canada,N
Aviation Defense Service,,DEF,TIRPA,France,N
Air Service Groningen,,DEG,DEGGER,Netherlands,N
Adam Air,KI,DHI,ADAM SKY,Indonesia,Y
Astar Air Cargo,ER,DHL,DAHL,United States,N
Archer Aviation,,DHM,ARCHER,United Kingdom,N
Aeromedica,,DIC,AEROMEDICA,Mexico,N
Aerodin,,DIN,AERODIN,Mexico,N
Antinea Airlines,HO,DJA,ANTINEA,Algeria,N
Air Djibouti,,DJU,AIR DJIB,Djibouti,N
Air Dolomiti,EN,DLA,DOLOMOTI,Italy,Y
Aero Modelo,,DLS,AEROMODELO,Mexico,N
Aerolineas Del Sur,,DLU,DEL SUR,Chile,N
Aerodinamica de Monterrey,,DMC,DINAMICAMONT,Mexico,N
Aeroservicios Dinamicos,,DMI,AERODINAMICO,Mexico,N
Aerotaxis Dosmil,,DML,,Mexico,N
Aerodespachos De El Salvador,,DNA,AERODESPACHOS,El Salvador,N
Aeroynamics Malaga,,DNC,FLYINGOLIVE,Spain,N
Aerodynamics Incorporated,,DNJ,DYNAJET,United States,N
Aeroflot-Don,D9,DNV,DONAVIA,Russia,Y
Air Madrid,NM,DRD,ALADA AIR,Spain,Y
Airways Flight Training,,DRM,DARTMOOR,United Kingdom,N
Aeronaves Del Noreste,,DRO,AERONORESTE,Mexico,N
Addis Air Cargo Services,,DSC,ADDIS CARGO,Ethiopia,N
Aero Algarve,,DSK,SKYBANNER,Portugal,N
Aex Air,,DST,DESERT,United States,N
Aero Davinci International,,DVI,AERO DAVINCI,Mexico,N
Aero Dynamics,,DYN,AERO DYNAMIC,United States,N
Aeroservicios Ecuatorianos,,EAE,AECA,Ecuador,N
Aero-Pyrenees,,EAP,AERO-PYRENEES,France,N
Air Transport,,EAT,TRANS EUROPE,Slovakia,N
Aero Airlines,EE,EAY,REVAL,Estonia,N
Aero Ejecutivo De Baja California,,EBC,CALIXJET,Mexico,N
Air City,4F,ECE,AIRCITY,Germany,N
Aero Ejecutivos RCG,,ECG,EJECTUIVOS RCG,Mexico,N
Aeronautica Castellana,,ECL,AERO CASTELLANA,Spain,N
Aerolineas Comerciales,,ECM,AERO COMERCIALES,Mexico,N
Aerolineas Nacionales Del Ecuador,,EDA,ANDES,Ecuador,N
Air Este,,EET,AESTE,Spain,N
Air Mana,,EFC,FLIGHT TAXI,France,N
Aer Lingus,EI,EIN,SHAMROCK,Ireland,Y
Aeroservicios Ejecutivos Corporativos,,EJP,EJECCORPORATIVOS,Mexico,N
Alpi Eagles,E8,ELG,ALPI EAGLES,Italy,N
Arrendoora y Transportadora Aerea,,END,ARRENDADORA,Mexico,N
Eliossola,,EOS,ELIOSSOLA,Italy,N
Shenzhen Donghai Airlines,,EPA,DONGHAI AIR,China,N
Aeronaves Del Noroeste,,ENW,AERONOR,Spain,N
Airailes,,EOL,EOLE,France,N
Aero Ermes,,EOM,AERO ERMES,Mexico,N
Aero Transportes Empresariales,,EPL,EMPRESARIALES,Mexico,N
Epps Air Service,,EPS,EPPS AIR,United States,N
Aero Empresarial,,EPE,AEROEMPRESARIAL,Mexico,N
Air S,KY,EQL,EQUATORIAL,Air S,N
Avianergo,,ERG,AVIANERGO,Russia,N
Aero Servicios Regiomontanos,,ERI,ASERGIO,Mexico,N
Aerosec,,ERK,AEROSEC,Chile,N
Aeromaan,,ERM,EOMAAN,Mexico,N
Aerosaba,,ESB,AEROSABA,Mexico,N
Avitat,,ESO,,United Kingdom,N
Aerolineas Ejecutivas Del Sureste,,ESU,ALESUR,Mexico,N
Aeronautica Le Esperanza,,ESZ,ESPERANZA,Mexico,N
ATTICO,,ETC,TRANATTICO,Sudan,N
Aero Siete,,ETE,AEROSIETE,Mexico,N
Air Atlanta Europe,,EUK,SNOWBIRD,United Kingdom,N
Air Evex,,EVE,SUNBEAM,Germany,N
Aeronautical Academy of Europe,,EVR,DIANA,Portugal,N
Air Exchange,,EXG,EXCHANGE,United States,N
Atlantic Helicopters,,FAC,FAROECOPTER,Denmark,N
Argentine Air Force,,FAG,FUAER,Argentina,N
Air Fiji,PC,FAJ,FIJIAIR,Fiji,N
AF-Air International,,FAN,FANBIRD,Angola,N
Aviation Data Systems,,FBW,,United States,N
Air Carriers,,FCI,FAST CHECK,United States,N
Aerofrisco,,FCO,AEROFRISCO,Mexico,N
Alfa 4,,FCU,,Mexico,N
African Airlines,,FDA,AIR SANKORE,Mali,N
African Medical and Research Foundation,,FDS,FLYDOC,Kenya,N
Aero Freight,,FGT,FREIAERO,Mexico,N
Aerosafin,,FIC,AEROSAFIN,Mexico,N
Air Finland,OF,FIF,AIR FINLAND,Finland,Y
Aerodata Flight Inspection,,FII,FLIGHT CHECKER,Germany,N
Airfix Aviation,,FIX,AIRFIX,Finland,Y
Air Pacific,FJ,FJI,PACIFIC,Fiji,Y
Air Falcon,,FLD,,Pakistan,N
Atlantic Airways,RC,FLI,FAROELINE,Faroe Islands,Y
Air Florida,QH,FLZ,AIR FLORIDA,United States,Y
Air Fret De Mauritanie,,FMT,,Mauritania,N
Avio Nord,,FNM,,Italy,N
Aeroflota Del Noroeste,,FNO,RIAZOR,Spain,N
Aero Fenix,,FNX,AERO FENIX,France,N
Ford Motor Company,,FRD,FORD,United States,N
African Company Airlines,,FPY,AFRICOMPANY,Democratic Republic of the Congo,N
Afrijet Airlines,,FRJ,AFRIJET,Nigeria,N
Afrika Aviation Handlers,,FRK,AFRIFAST,Kenya,N
Afrique Chart'air,,FRQ,CHARTER AFRIQUE,Cameroon,N
Aerofreight Airlines,,FRT,,Russia,N
Aereos Limited,,FST,FAST TRACK,United Kingdom,N
Air Affaires Tchad,,FTC,AFFAIRES TCHAD,Chad,N
ABC Bedarsflug,,FTY,FLY TYROL,Austria,N
Air Iceland,NY,FXI,FAXI,Iceland,Y
Air Philippines,2P,GAP,ORIENT PACIFIC,Philippines,Y
Aerogaucho,,GAU,AEROGAUCHO,Uruguay,N
Aero Business Charter,,GBJ,GLOBAL JET,Germany,N
Atlantic Airlines,,GBN,ATLANTIC GABON,Gabon,N
Aeronor,,GCF,AEROCARTO,Spain,N
Aerogem Cargo,,GCK,AEROGEM,Ghana,N
Aerovias del Golfo,,GFO,AEROVIAS GOLFO,Mexico,N
Aeronautica,,GGL,GIRA GLOBO,Angola,N
Air Georgian,ZX,GGN,GEORGIAN,Canada,N
Aviance,,GHL,HANDLING,United Kingdom,N
Air Ghana,,GHN,AIR GHANA,Ghana,N
African International Transport,,GIL,AFRICAN TRANSPORT,Guinea,N
Air Guinee Express,2U,GIP,FUTURE EXPRESS,Guinea,Y
Africa Airlines,,GIZ,AFRILENS,Guinea,N
Air Gemini,,GLL,TWINS,Angola,N
Aero Charter,,GLT,GASLIGHT,United States,N
Aguilas Mayas Internacional,,GME,MAYAN EAGLES,Guatemala,N
Aerotaxis Guamuchil,,GMM,AEROGUAMUCHIL,Mexico,N
Aeroservicios Gama,,GMS,SERVICIOS GAMA,Mexico,N
Amber Air,0A,GNT,GINTA,Lithuania,N
Alberta Government,,GOA,ALBERTA,Canada,N
Air Scotland,,GRE,GREECE AIRWAYS,Greece,N
Air Georgia,DA,GRG,AIR GEORGIA,Georgia,N
Air Cargo Center,,GRI,,Sao Tome and Principe,N
Air Greenland,GL,GRL,GREENLAND,Denmark,Y
Allegro,LL,GRO,ALLEGRO,Mexico,N
Agroar - Trabalhos Aereos,,GRR,AGROAR,Portugal,N
Aircompany Grodno,,GRX,GRODNO,Belarus,N
Airlift Alaska,,GSP,GREEN SPEED,United States,N
Agrocentr-Avia,,GSV,AGRAV,Kazakhstan,N
Altin Havayolu Tasimaciligi Turizm Ve Ticaret,,GTC,GOLDEN WINGS,Turkey,N
Atlas Air,5Y,GTI,GIANT,United States,Y
Aerotaxi Grupo Tampico,,GTP,GRUPOTAMPICO,Mexico,N
Aerotaxis de Aguascalientes,,GUA,AGUASCALIENTES,Mexico,N
Air Guyane,GG,GUY,GREEN BIRD,French Guiana,Y
Air Victoria Georgia,,GVI,IRINA,Georgia,N
Air D'Ayiti,H9,HAD,HAITI AVIA,Haiti,N
Air Comores International,GG,HAH,AIR COMORES,Comoros,N
Air Taxi,,HAT,TAXI BIRD,France,N
Aerohein,,HEI,AEROHEIN,Chile,N
Atlantic Air Lift,,HGH,HIGHER,France,N
Atlantic Airlines de Honduras,,HHA,ATLANTIC HONDURAS,Honduras,N
Aviacion Ejecutiva De Hildago,,HID,EJECUTIVA HIDALGO,Mexico,N
Air Haiti,,HJA,AIRHAITI,Haiti,N
Al Rais Cargo,,HJT,AL-RAIS CARGO,United Arab Emirates,N
Air-Invest,,HKH,HAWKHUNGARY,Hungary,N
Air Tahoma,,HMA,TAHOMA,United States,N
Air Nova,,HMT,HAMILTON,Canada,N
Aero Homex,,HOM,AERO HOMEX,Mexico,N
Almiron Aviation,,HPO,ALMIRON,Uganda,N
Avinor,,HQO,,Norway,N
